English,Hindi,Romanized_Hindi,Telugu
You don't need 20 captains.,तुम्हें 20 कप्तानों की ज़रूरत नहीं है।,Tumhein 20 kaptanon ki zaroorat nahi hai.,మీకు 20 మంది కెప్టెన్లు అవసరం లేదు.
I advocate military action.,मैं सैन्य कार्रवाई का समर्थन करता हूँ।,Main sainya karwai ka samarthan karta hoon.,నేను సైనిక చర్యను సమర్థిస్తున్నాను.
"As a child, her house was surrounded by towering oak trees which she always thought were one bad storm away from toppling.","बचपन में, उसका घर ऊंचे ओक के पेड़ों से घिरा हुआ था, जिन्हें देखकर उसे हमेशा लगता था कि एक खराब तूफान आने पर वे गिर जाएंगे।","Bachpan mein, uska ghar unche oak ke pedon se ghira hua tha, jinhein dekhkar use hamesha lagta tha ki ek kharab toofan aane par ve gir jayenge.","చిన్నతనంలో, ఆమె ఇల్లు ఎత్తైన ఓక్ చెట్లతో చుట్టుముట్టబడి ఉండేది, ఒక చిన్న తుఫాను వస్తే అవి పడిపోతాయని ఆమె ఎప్పుడూ అనుకునేది."
It is illegal to buy and sell tigers and other big cats in the United States.,संयुक्त राज्य अमेरिका में बाघों और अन्य बड़ी बिल्लियों को खरीदना और बेचना गैरकानूनी है।,Sanyukt Rajya America mein baghon aur anya badi billiyon ko khareedna aur bechna gairkanooni hai.,యునైటెడ్ స్టేట్స్‌లో పులులను మరియు ఇతర పెద్ద పిల్లులను కొనడం మరియు అమ్మడం చట్టవిరుద్ధం.
All the swings are empty.,सभी झूले खाली हैं।,Sabhi jhoole khaali hain.,ఉయ్యాలలన్నీ ఖాళీగా ఉన్నాయి.
that's not even how to kill me.,मुझे मारने का यह तरीका भी नहीं है।,Mujhe maarne ka yeh tareeka bhi nahi hai.,నన్ను చంపడానికి అది సరైన పద్ధతి కూడా కాదు.
I went to California with my mom for a weekend girl's trip.,मैं वीकेंड गर्ल ट्रिप के लिए अपनी माँ के साथ कैलिफ़ोर्निया गई थी।,Main weekend girl trip ke liye apni maa ke saath California gayi thi.,నేను వీకెండ్ గర్ల్స్ ట్రిప్ కోసం మా అమ్మతో కలిసి కాలిఫోర్నియా వెళ్ళాను.
I can't swim after I drink milk.,मैं दूध पीने के बाद तैर नहीं सकता।,Main doodh peene ke baad tair nahi sakta.,పాలు తాగిన తర్వాత నేను ఈత కొట్టలేను.
A balanced diet is a cookie in each hand.,संतुलित आहार वह है जिसमें हर हाथ में एक कुकी हो।,Santulit aahar woh hai jisme har haath mein ek cookie ho.,సమతుల్య ఆహారం అంటే ప్రతి చేతిలో ఒక కుకీ ఉండటం.
That was last week.,वह पिछले हफ्ते की बात है।,Woh pichle hafte ki baat hai.,అది గత వారం జరిగింది.
I like geography and science.,मुझे भूगोल और विज्ञान पसंद है।,Mujhe bhugol aur vigyan pasand hai.,నాకు భూగోళశాస్త్రం మరియు విజ్ఞానశాస్త్రం అంటే ఇష్టం.
"One morning, I found an elephant in my pajamas.","एक सुबह, मुझे अपने पजामे में एक हाथी मिला।","Ek subah, mujhe apne pajama mein ek haathi mila.","ఒక రోజు ఉదయం, నా పైజామాలో ఒక ఏనుగు కనిపించింది."
"My mother looks a lot like my grandmother, and I look a lot like them.","मेरी माँ मेरी दादी जैसी दिखती हैं, और मैं काफी हद तक उन दोनों जैसी दिखती हूँ।","Meri maa meri dadi jaisi dikhti hain, aur main kaafi had tak un dono jaisi dikhti hoon.","మా అమ్మ చూడటానికి మా అమ్మమ్మలాగే ఉంటారు, మరియు నేను కూడా వారిలాగే ఉంటాను."
